#騎寵證的道具參數,被騎寵物形象ID,騎乘後的人物形象ID,騎寵物的人物形象ID1（0為所有人物均可騎）,騎寵物的人物形象ID2（0為所有人物均可騎）.....騎寵物的人物形象ID12（0為所有人物均可騎）
#騎奇寶
RIDE_PET12,100370,100425,0
#騎黃雞
RIDE_PET13,100369,100420,0
#騎黑雞
RIDE_PET14,100904,100445,0
#騎機白虎
RIDE_PET15,110123,110021,100000
#騎機白虎
RIDE_PET15,110123,110022,100020
#騎機白虎
RIDE_PET15,110123,110023,100040
#騎機白虎
RIDE_PET15,110123,110024,100060
#騎機白虎
RIDE_PET15,110123,110025,100080
#騎機白虎
RIDE_PET15,110123,110026,100100
#騎機白虎
RIDE_PET15,110123,110027,100120
#騎機白虎
RIDE_PET15,110123,110028,100140
#騎機白虎
RIDE_PET15,110123,110029,100160
#騎機白虎
RIDE_PET15,110123,110030,100180
#騎機白虎
RIDE_PET15,110123,110031,100200
#騎機白虎
RIDE_PET15,110123,110032,100220
#騎機黑虎
RIDE_PET16,110136,110033,100000
#騎機黑虎
RIDE_PET16,110136,110034,100020
#騎機黑虎
RIDE_PET16,110136,110035,100040
#騎機黑虎
RIDE_PET16,110136,110036,100060
#騎機黑虎
RIDE_PET16,110136,110037,100080
#騎機黑虎
RIDE_PET16,110136,110038,100100
#騎機黑虎
RIDE_PET16,110136,110039,100120
#騎機黑虎
RIDE_PET16,110136,110040,100140
#騎機黑虎
RIDE_PET16,110136,110041,100160
#騎機黑虎
RIDE_PET16,110136,110042,100180
#騎機黑虎
RIDE_PET16,110136,110043,100200
#騎機黑虎
RIDE_PET16,110136,110044,100220
#騎姆伊
RIDE_PET17,100348,110045,100000
#騎姆伊
RIDE_PET17,100348,110046,100020
#騎姆伊
RIDE_PET17,100348,110047,100040
#騎姆伊
RIDE_PET17,100348,110048,100060
#騎姆伊
RIDE_PET17,100348,110049,100080
#騎姆伊
RIDE_PET17,100348,110050,100100
#騎姆伊
RIDE_PET17,100348,110051,100120
#騎姆伊
RIDE_PET17,100348,110052,100140
#騎姆伊
RIDE_PET17,100348,110053,100160
#騎姆伊
RIDE_PET17,100348,110054,100180
#騎姆伊
RIDE_PET17,100348,110055,100200
#騎姆伊
RIDE_PET17,100348,110056,100220
#騎黑暴
RIDE_PET18,110165,110057,100000
#騎黑暴
RIDE_PET18,110165,110058,100020
#騎黑暴
RIDE_PET18,110165,110059,100040
#騎黑暴
RIDE_PET18,110165,110060,100060
#騎黑暴
RIDE_PET18,110165,110061,100080
#騎黑暴
RIDE_PET18,110165,110062,100100
#騎黑暴
RIDE_PET18,110165,110063,100120
#騎黑暴
RIDE_PET18,110165,110064,100140
#騎黑暴
RIDE_PET18,110165,110065,100160
#騎黑暴
RIDE_PET18,110165,110066,100180
#騎黑暴
RIDE_PET18,110165,110067,100200
#騎黑暴
RIDE_PET18,110165,110068,100220
#騎金暴
RIDE_PET19,110170,110069,100000
#騎金暴
RIDE_PET19,110170,110070,100020
#騎金暴
RIDE_PET19,110170,110071,100040
#騎金暴
RIDE_PET19,110170,110072,100060
#騎金暴
RIDE_PET19,110170,110073,100080
#騎金暴
RIDE_PET19,110170,110074,100100
#騎金暴
RIDE_PET19,110170,110075,100120
#騎金暴
RIDE_PET19,110170,110076,100140
#騎金暴
RIDE_PET19,110170,110077,100160
#騎金暴
RIDE_PET19,110170,110078,100180
#騎金暴
RIDE_PET19,110170,110079,100200
#騎金暴
RIDE_PET19,110170,110080,100220
#騎綠暴
RIDE_PET20,110166,110081,100000
#騎綠暴
RIDE_PET20,110166,110082,100020
#騎綠暴
RIDE_PET20,110166,110083,100040
#騎綠暴
RIDE_PET20,110166,110084,100060
#騎綠暴
RIDE_PET20,110166,110085,100080
#騎綠暴
RIDE_PET20,110166,110086,100100
#騎綠暴
RIDE_PET20,110166,110087,100120
#騎綠暴
RIDE_PET20,110166,110088,100140
#騎綠暴
RIDE_PET20,110166,110089,100160
#騎綠暴
RIDE_PET20,110166,110090,100180
#騎綠暴
RIDE_PET20,110166,110091,100200
#騎綠暴
RIDE_PET20,110166,110092,100220
#騎海馬
RIDE_PET21,110103,110015,100000
#騎海馬
RIDE_PET21,110103,110016,100120
#騎白狼
RIDE_PET22,110107,110015,100180
#騎白狼
RIDE_PET22,110107,110016,100200
#騎水狼
RIDE_PET23,110108,110020,100140
#騎火狼
RIDE_PET24,110120,110019,100080
#騎藍象
RIDE_PET25,110040,110167,100100
#騎藍象
RIDE_PET25,110040,110168,100220
#騎白虎
RIDE_PET26,110169,110161,100020
#騎白虎
RIDE_PET26,110169,110162,100200
